"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"KE000063661","KITALE, KE","2001-10-03","0.51","65","76","57"
"KE000063661","KITALE, KE","2001-10-04","0.08","64","76","56"
"KE000063661","KITALE, KE","2001-10-05","0.04","65","78","55"
"KE000063661","KITALE, KE","2001-10-06","0.00","64","77","52"
"KE000063661","KITALE, KE","2001-10-07",,"63",,"55"
"KE000063661","KITALE, KE","2001-10-08","0.28","60","76","56"
"KE000063661","KITALE, KE","2001-10-09","0.16","62","77","53"
"KE000063661","KITALE, KE","2001-10-10","0.63","62","78","53"
"KE000063661","KITALE, KE","2001-10-11","0.00","64","80",
"KE000063661","KITALE, KE","2001-10-12","1.06","63","78",
"KE000063661","KITALE, KE","2001-10-13","0.02","67","81",
"KE000063661","KITALE, KE","2001-10-14","0.00","67","79","52"
"KE000063661","KITALE, KE","2001-10-15","0.03","67","81","51"
"KE000063661","KITALE, KE","2001-10-16","0.00","67","80","54"
"KE000063661","KITALE, KE","2001-10-17",,"70","81","51"
"KE000063661","KITALE, KE","2001-10-18",,"67","80","52"
"KE000063661","KITALE, KE","2001-10-19",,"67","81",
"KE000063661","KITALE, KE","2001-10-20",,"67","81","54"
"KE000063661","KITALE, KE","2001-10-21",,"68","83","53"
"KE000063661","KITALE, KE","2001-10-22",,"66","80","53"
"KE000063661","KITALE, KE","2001-10-23","1.02","60","80","53"
"KE000063661","KITALE, KE","2001-10-24",,"64","80","55"
"KE000063661","KITALE, KE","2001-10-25","0.12","62","77","59"
"KE000063661","KITALE, KE","2001-10-26","0.83","63","78","58"
"KE000063661","KITALE, KE","2001-10-27","0.35","62","75","59"
"KE000063661","KITALE, KE","2001-10-28","0.00","62","75",
"KE000063661","KITALE, KE","2001-10-29","0.28","64","76","58"
"KE000063661","KITALE, KE","2001-10-30","0.87","63","74",
"KE000063661","KITALE, KE","2001-10-31","0.20","62","74","57"
"KE000063661","KITALE, KE","2001-11-01","0.71","62","74","53"
"KE000063661","KITALE, KE","2001-11-02","1.18","64","74","54"
"KE000063661","KITALE, KE","2001-11-03","0.03","69","75","54"
"KE000063661","KITALE, KE","2001-11-04","0.12","65",,"55"
"KE000063661","KITALE, KE","2001-11-06",,"64","77","53"
"KE000063661","KITALE, KE","2001-11-07","0.03","64",,"52"
"KE000063661","KITALE, KE","2001-11-08","0.28","65","78","55"
"KE000063661","KITALE, KE","2001-11-09","0.24","62","80","54"
"KE000063661","KITALE, KE","2001-11-10","0.16","64","77","56"
"KE000063661","KITALE, KE","2001-11-11","0.00","64","74","56"
"KE000063661","KITALE, KE","2001-11-12","0.08","64","73","58"
"KE000063661","KITALE, KE","2001-11-13","0.24","64","73","58"
"KE000063661","KITALE, KE","2001-11-14","0.35","66","75","58"
"KE000063661","KITALE, KE","2001-11-15","0.43","64","74","57"
"KE000063661","KITALE, KE","2001-11-16","0.31","63","73","58"
"KE000063661","KITALE, KE","2001-11-17","1.22","64","74","58"
"KE000063661","KITALE, KE","2001-11-18","0.02","64","77",
"KE000063661","KITALE, KE","2001-11-19","1.50","63","74","57"
"KE000063661","KITALE, KE","2001-11-20","0.03","65","78",
"KE000063661","KITALE, KE","2001-11-21","0.00","60","77","52"
"KE000063661","KITALE, KE","2001-11-22","0.04","65","74","56"
"KE000063661","KITALE, KE","2001-11-23","0.04","66",,"54"
"KE000063661","KITALE, KE","2001-11-24","0.03","65","78","51"
"KE000063661","KITALE, KE","2001-11-25","0.00","65",,"49"
"KE000063661","KITALE, KE","2001-11-26",,"64","77","55"
"KE000063661","KITALE, KE","2001-11-27",,"66","77","49"
"KE000063661","KITALE, KE","2001-11-28",,"67","75",
"KE000063661","KITALE, KE","2001-11-29",,"68","80","54"
"KE000063661","KITALE, KE","2001-11-30",,"67","77","56"
"KE000063661","KITALE, KE","2001-12-01",,"64","78",
"KE000063661","KITALE, KE","2001-12-02",,"67","77","52"
"KE000063661","KITALE, KE","2001-12-03",,"65","80",
"KE000063661","KITALE, KE","2001-12-04",,"65","79","51"
"KE000063661","KITALE, KE","2001-12-05",,"63","80","54"
"KE000063661","KITALE, KE","2001-12-06",,"65","79","54"
"KE000063661","KITALE, KE","2001-12-07",,"68","80","51"
"KE000063661","KITALE, KE","2001-12-08",,"66","78","50"
"KE000063661","KITALE, KE","2001-12-09",,"65","79","49"
"KE000063661","KITALE, KE","2001-12-10",,"65","81","51"
"KE000063661","KITALE, KE","2001-12-11",,"71",,"53"
"KE000063661","KITALE, KE","2001-12-12",,"68","81","53"
"KE000063661","KITALE, KE","2001-12-13",,"65","76","53"
"KE000063661","KITALE, KE","2001-12-14",,"60","75","51"
"KE000063661","KITALE, KE","2001-12-15",,"69",,"53"
"KE000063661","KITALE, KE","2001-12-16",,"66","79","50"
"KE000063661","KITALE, KE","2001-12-17",,"67","79","50"
"KE000063661","KITALE, KE","2001-12-18",,"67","81","53"
"KE000063661","KITALE, KE","2001-12-20","0.02","71","81","52"
"KE000063661","KITALE, KE","2001-12-21","0.00","69","81","53"
"KE000063661","KITALE, KE","2001-12-22",,"68","81","51"
"KE000063661","KITALE, KE","2001-12-23",,"68","81","51"
"KE000063661","KITALE, KE","2001-12-24",,"69","81","55"
"KE000063661","KITALE, KE","2001-12-25",,"66","84","51"
"KE000063661","KITALE, KE","2001-12-26",,"68","81","49"
"KE000063661","KITALE, KE","2001-12-27",,"69","83","53"
"KE000063661","KITALE, KE","2001-12-28",,"67","80","53"
"KE000063661","KITALE, KE","2001-12-29",,"67","82","54"
"KE000063661","KITALE, KE","2001-12-30",,"67","84","50"
"KE000063661","KITALE, KE","2001-12-31",,"71","83","52"
"KE000063661","KITALE, KE","2002-01-01",,"70","82","53"
"KE000063661","KITALE, KE","2002-01-02",,"66","81","58"
"KE000063661","KITALE, KE","2002-01-03",,"67","79","57"
"KE000063661","KITALE, KE","2002-01-04",,"65",,"52"
"KE000063661","KITALE, KE","2002-01-05",,"70","79","55"
"KE000063661","KITALE, KE","2002-01-06","0.08","69","79","59"
"KE000063661","KITALE, KE","2002-01-07","0.03","70",,"52"
"KE000063661","KITALE, KE","2002-01-08","0.00","67","82","50"
"KE000063661","KITALE, KE","2002-01-09","0.03","67","85","53"
"KE000063661","KITALE, KE","2002-01-10","0.03","73","84","53"
"KE000063661","KITALE, KE","2002-01-11","0.00","66","80","57"
"KE000063661","KITALE, KE","2002-01-12","0.02","66","76","59"
"KE000063661","KITALE, KE","2002-01-13","0.04","66","76","56"
"KE000063661","KITALE, KE","2002-01-14","0.00","63","78","55"
"KE000063661","KITALE, KE","2002-01-15","0.04","61","70",
"KE000063661","KITALE, KE","2002-01-16","0.02","67",,"49"
"KE000063661","KITALE, KE","2002-01-17","0.00","69","82","51"
"KE000063661","KITALE, KE","2002-01-18",,"69","82","54"
"KE000063661","KITALE, KE","2002-01-19",,"69","84","52"
"KE000063661","KITALE, KE","2002-01-20",,"68","83","51"
"KE000063661","KITALE, KE","2002-01-21","0.08","72","83","55"
"KE000063661","KITALE, KE","2002-01-22","0.00","70","82","53"
"KE000063661","KITALE, KE","2002-01-23",,"70",,"53"
"KE000063661","KITALE, KE","2002-01-24",,"68","81","53"
"KE000063661","KITALE, KE","2002-01-25",,"67","80","56"
"KE000063661","KITALE, KE","2002-01-26",,"71","82","49"
"KE000063661","KITALE, KE","2002-01-27",,"67","80","54"
"KE000063661","KITALE, KE","2002-01-28",,"69","84","55"
"KE000063661","KITALE, KE","2002-01-29",,"66","83","53"
"KE000063661","KITALE, KE","2002-01-30",,"66","84","50"
"KE000063661","KITALE, KE","2002-01-31",,"71","84","49"
"KE000063661","KITALE, KE","2002-02-01",,"69","85","50"
"KE000063661","KITALE, KE","2002-02-02",,"70","84","56"
"KE000063661","KITALE, KE","2002-02-03",,"67","86","53"
"KE000063661","KITALE, KE","2002-02-04",,"74","86","51"
"KE000063661","KITALE, KE","2002-02-05",,"72","87","51"
"KE000063661","KITALE, KE","2002-02-06",,"74",,"52"
"KE000063661","KITALE, KE","2002-02-07",,"71","88","52"
"KE000063661","KITALE, KE","2002-02-08",,"71","88","52"
"KE000063661","KITALE, KE","2002-02-09","0.04","74","88","55"
"KE000063661","KITALE, KE","2002-02-10","0.00","72","87","52"
"KE000063661","KITALE, KE","2002-02-11",,"70","87","53"
"KE000063661","KITALE, KE","2002-02-12",,"67","87","51"
"KE000063661","KITALE, KE","2002-02-13",,"66","84","51"
"KE000063661","KITALE, KE","2002-02-14",,"70","83","55"
"KE000063661","KITALE, KE","2002-02-15",,"67",,
"KE000063661","KITALE, KE","2002-02-16",,"71","88","55"
"KE000063661","KITALE, KE","2002-02-17",,"63",,"56"
"KE000063661","KITALE, KE","2002-02-18",,"69","81",
"KE000063661","KITALE, KE","2002-02-19",,"71",,"54"
"KE000063661","KITALE, KE","2002-02-20","0.03","68","84","51"
"KE000063661","KITALE, KE","2002-02-21","0.00","72","85","51"
"KE000063661","KITALE, KE","2002-02-22",,"73","84","56"
"KE000063661","KITALE, KE","2002-02-23",,"69","84","54"
"KE000063661","KITALE, KE","2002-02-24",,"69","83","53"
"KE000063661","KITALE, KE","2002-02-25",,"71","84","51"
"KE000063661","KITALE, KE","2002-02-26",,"71","84","57"
"KE000063661","KITALE, KE","2002-02-27",,"72","87","56"
"KE000063661","KITALE, KE","2002-02-28",,"69","85","55"
"KE000063661","KITALE, KE","2002-03-01",,"66","81","56"
"KE000063661","KITALE, KE","2002-03-02",,"66","83","53"
"KE000063661","KITALE, KE","2002-03-03",,"61","81",
"KE000063661","KITALE, KE","2002-03-04",,"65","76","55"
"KE000063661","KITALE, KE","2002-03-05",,"63","79",
"KE000063661","KITALE, KE","2002-03-06",,"63","80","58"
"KE000063661","KITALE, KE","2002-03-07",,"64","82","56"
"KE000063661","KITALE, KE","2002-03-08",,"69",,"51"
"KE000063661","KITALE, KE","2002-03-10",,"62","72",
"KE000063661","KITALE, KE","2002-03-11",,"63","76",
"KE000063661","KITALE, KE","2002-03-12",,"63","78","55"
"KE000063661","KITALE, KE","2002-03-13",,"68","82","53"
"KE000063661","KITALE, KE","2002-03-14",,"67","83","56"
"KE000063661","KITALE, KE","2002-03-15",,"72","83","54"
"KE000063661","KITALE, KE","2002-03-16",,"72",,
"KE000063661","KITALE, KE","2002-03-17",,"71",,"54"
"KE000063661","KITALE, KE","2002-03-18",,"69",,"54"
"KE000063661","KITALE, KE","2002-03-19","0.43","71","82",
"KE000063661","KITALE, KE","2002-03-20","0.00","64","80","57"
"KE000063661","KITALE, KE","2002-03-21",,"63","76",
"KE000063661","KITALE, KE","2002-03-22",,"67","81",
"KE000063661","KITALE, KE","2002-03-23",,"67","84","54"
"KE000063661","KITALE, KE","2002-03-24",,"69","82","56"
"KE000063661","KITALE, KE","2002-03-25",,"68","83","52"
"KE000063661","KITALE, KE","2002-03-26",,"67","83","54"
"KE000063661","KITALE, KE","2002-03-27",,"65","78","57"
"KE000063661","KITALE, KE","2002-03-28",,"67",,"59"
"KE000063661","KITALE, KE","2002-03-29",,"73","83","51"
"KE000063661","KITALE, KE","2002-03-30",,"68",,"58"
"KE000063661","KITALE, KE","2002-03-31",,"69","83","54"
"KE000063661","KITALE, KE","2002-04-01",,"71","85","57"
"KE000063661","KITALE, KE","2002-04-02",,"67","83","57"
"KE000063661","KITALE, KE","2002-04-03",,"65","82","54"
"KE000063661","KITALE, KE","2002-04-04",,"67","85","54"
"KE000063661","KITALE, KE","2002-04-05",,"68",,"57"
"KE000063661","KITALE, KE","2002-04-06","0.03","67",,"54"
"KE000063661","KITALE, KE","2002-04-07","0.03","68",,
"KE000063661","KITALE, KE","2002-04-08","0.00","71","85",
"KE000063661","KITALE, KE","2002-04-09",,"71","86","54"
"KE000063661","KITALE, KE","2002-04-10",,"66",,"55"
"KE000063661","KITALE, KE","2002-04-11",,"68",,
"KE000063661","KITALE, KE","2002-04-12",,"67","80",
"KE000063661","KITALE, KE","2002-04-13","1.02","63","74","58"
"KE000063661","KITALE, KE","2002-04-14","1.22","63","79","55"
"KE000063661","KITALE, KE","2002-04-15","0.87","65",,"57"
"KE000063661","KITALE, KE","2002-04-16","0.02","66","80",
"KE000063661","KITALE, KE","2002-04-17","0.03","68",,"56"
"KE000063661","KITALE, KE","2002-04-18","0.28","65","75",
"KE000063661","KITALE, KE","2002-04-19","0.00","64","72",
"KE000063661","KITALE, KE","2002-04-20","0.04","62","74","58"
"KE000063661","KITALE, KE","2002-04-21","0.12","67","78","54"
"KE000063661","KITALE, KE","2002-04-22","0.02","67","79","57"
"KE000063661","KITALE, KE","2002-04-23","0.39","68",,"57"
"KE000063661","KITALE, KE","2002-04-24","0.02","69",,
"KE000063661","KITALE, KE","2002-04-25","0.00","68","80","56"
"KE000063661","KITALE, KE","2002-04-26",,"68","80","56"
"KE000063661","KITALE, KE","2002-04-27",,"65","79","56"
"KE000063661","KITALE, KE","2002-04-28",,"68","76","58"
"KE000063661","KITALE, KE","2002-04-29","0.31","66","75","60"
"KE000063661","KITALE, KE","2002-04-30","1.46","63","72","60"
"KE000063661","KITALE, KE","2002-05-01","0.08","65","72",
"KE000063661","KITALE, KE","2002-05-02","0.20","65","78","59"
"KE000063661","KITALE, KE","2002-05-03","0.00","66","76",
"KE000063661","KITALE, KE","2002-05-04","0.39","63","73","58"
"KE000063661","KITALE, KE","2002-05-05","0.04","64","75","56"
"KE000063661","KITALE, KE","2002-05-06","0.24","67","78","59"
"KE000063661","KITALE, KE","2002-05-07","0.03","64","75","60"
"KE000063661","KITALE, KE","2002-05-08","0.55","65",,"59"
"KE000063661","KITALE, KE","2002-05-09","0.04","68","94","59"
"KE000063661","KITALE, KE","2002-05-10","0.03","67","77",
"KE000063661","KITALE, KE","2002-05-11","0.39","66","75","59"
"KE000063661","KITALE, KE","2002-05-12","0.08","65",,"58"
"KE000063661","KITALE, KE","2002-05-13","0.12","63","78","55"
"KE000063661","KITALE, KE","2002-05-14","1.06","68","79","55"
"KE000063661","KITALE, KE","2002-05-15","0.03","67","80","56"
"KE000063661","KITALE, KE","2002-05-16","0.00","67","82","56"
"KE000063661","KITALE, KE","2002-05-17",,"65",,"54"
"KE000063661","KITALE, KE","2002-05-18",,"67","80","55"
"KE000063661","KITALE, KE","2002-05-19",,"66","81","54"
"KE000063661","KITALE, KE","2002-05-20",,"65","79","54"
"KE000063661","KITALE, KE","2002-05-21",,"67","80","57"
"KE000063661","KITALE, KE","2002-05-22",,"66","78","59"
"KE000063661","KITALE, KE","2002-05-23",,"66","78","58"
"KE000063661","KITALE, KE","2002-05-24",,"68","81","56"
"KE000063661","KITALE, KE","2002-05-25",,"68","82","55"
"KE000063661","KITALE, KE","2002-05-26",,"73","83","56"
"KE000063661","KITALE, KE","2002-05-27",,"65","82","54"
"KE000063661","KITALE, KE","2002-05-28",,"67","81","54"
"KE000063661","KITALE, KE","2002-05-29",,"68",,"52"
"KE000063661","KITALE, KE","2002-05-30",,"67","80","52"
"KE000063661","KITALE, KE","2002-05-31",,"68",,"54"
"KE000063661","KITALE, KE","2002-06-01","0.02","69","82","51"
"KE000063661","KITALE, KE","2002-06-02","0.00","64","78","53"
"KE000063661","KITALE, KE","2002-06-03","0.08","67","82","53"
"KE000063661","KITALE, KE","2002-06-04","0.03","68","81","51"
"KE000063661","KITALE, KE","2002-06-05","0.16","65","80","53"
"KE000063661","KITALE, KE","2002-06-06","0.00","66","77","56"
"KE000063661","KITALE, KE","2002-06-07","0.03","66","80","51"
"KE000063661","KITALE, KE","2002-06-08","0.00","62","77","52"
"KE000063661","KITALE, KE","2002-06-09","0.20","64","77","54"
"KE000063661","KITALE, KE","2002-06-10","0.00","64","77","54"
"KE000063661","KITALE, KE","2002-06-11",,"67","78","55"
"KE000063661","KITALE, KE","2002-06-12",,"65","78",
"KE000063661","KITALE, KE","2002-06-13",,"61",,"53"
"KE000063661","KITALE, KE","2002-06-14","0.04","61","71","53"
"KE000063661","KITALE, KE","2002-06-16",,"67","76","53"
"KE000063661","KITALE, KE","2002-06-17","0.24","60",,"57"
"KE000063661","KITALE, KE","2002-06-18","0.12","63",,"57"
"KE000063661","KITALE, KE","2002-06-19","0.59","64",,"58"
"KE000063661","KITALE, KE","2002-06-20","0.04","64",,
"KE000063661","KITALE, KE","2002-06-21","0.00","62",,
"KE000063661","KITALE, KE","2002-06-22","0.55","64","76",
"KE000063661","KITALE, KE","2002-06-23","0.02","65","78","53"
"KE000063661","KITALE, KE","2002-06-24","0.00","66","76",
"KE000063661","KITALE, KE","2002-06-25","0.03","64","78","55"
"KE000063661","KITALE, KE","2002-06-26","0.00","66","78",
"KE000063661","KITALE, KE","2002-06-27","0.00","67","76","55"
"KE000063661","KITALE, KE","2002-06-28","0.20","66",,"56"
"KE000063661","KITALE, KE","2002-06-29","0.28","63","77","55"
"KE000063661","KITALE, KE","2002-06-30","0.31","63",,"54"
"KE000063661","KITALE, KE","2002-07-01","0.16","61","81","51"
"KE000063661","KITALE, KE","2002-07-02","0.16","67",,"53"
"KE000063661","KITALE, KE","2002-07-03","0.00","68","78","54"
"KE000063661","KITALE, KE","2002-07-04",,"67","79","53"
"KE000063661","KITALE, KE","2002-07-05",,"65","78","55"
"KE000063661","KITALE, KE","2002-07-06",,"66","79","53"
"KE000063661","KITALE, KE","2002-07-07",,"67","78","50"
"KE000063661","KITALE, KE","2002-07-08",,"68",,
"KE000063661","KITALE, KE","2002-07-09",,"66","77","51"
"KE000063661","KITALE, KE","2002-07-10",,"67",,"53"
"KE000063661","KITALE, KE","2002-07-11",,"65","81",
"KE000063661","KITALE, KE","2002-07-12",,"65","80","54"
"KE000063661","KITALE, KE","2002-07-13",,"65","80","55"
"KE000063661","KITALE, KE","2002-07-14",,"66","79","52"
"KE000063661","KITALE, KE","2002-07-15",,"63","79","52"
"KE000063661","KITALE, KE","2002-07-16",,"63","77","51"
"KE000063661","KITALE, KE","2002-07-17",,"66","81","51"
"KE000063661","KITALE, KE","2002-07-18",,"61","75",
"KE000063661","KITALE, KE","2002-07-19",,"69","79","51"
"KE000063661","KITALE, KE","2002-07-20",,"68","77","51"
"KE000063661","KITALE, KE","2002-07-21",,"66","78","53"
"KE000063661","KITALE, KE","2002-07-22",,"64","77","51"
"KE000063661","KITALE, KE","2002-07-23",,"62",,
"KE000063661","KITALE, KE","2002-07-24",,"61","77","53"
"KE000063661","KITALE, KE","2002-07-25",,"60","78","52"
"KE000063661","KITALE, KE","2002-07-26",,"63",,"51"
"KE000063661","KITALE, KE","2002-07-27",,"60","76",
"KE000063661","KITALE, KE","2002-07-28",,"63","76","54"
"KE000063661","KITALE, KE","2002-07-29",,"62",,"55"
"KE000063661","KITALE, KE","2002-07-30",,"64","72","58"
"KE000063661","KITALE, KE","2002-07-31",,"63",,"54"
"KE000063661","KITALE, KE","2002-08-01","0.08","65",,"56"
"KE000063661","KITALE, KE","2002-08-02","0.12","61",,
"KE000063661","KITALE, KE","2002-08-03","0.00","61","75","53"
"KE000063661","KITALE, KE","2002-08-04","0.71","63","76",
"KE000063661","KITALE, KE","2002-08-05","0.00","63","78",
"KE000063661","KITALE, KE","2002-08-06","0.02","62","76","55"
"KE000063661","KITALE, KE","2002-08-07","0.47","62","75","56"
"KE000063661","KITALE, KE","2002-08-08","0.35","58","73",
"KE000063661","KITALE, KE","2002-08-09","0.00","62","75","50"
"KE000063661","KITALE, KE","2002-08-10","0.55","63","77","56"
"KE000063661","KITALE, KE","2002-08-11","0.03","62","76","57"
"KE000063661","KITALE, KE","2002-08-12","0.31","67",,"54"
"KE000063661","KITALE, KE","2002-08-13","0.00","69",,
"KE000063661","KITALE, KE","2002-08-14",,"62","79","51"
"KE000063661","KITALE, KE","2002-08-15",,"63","78",
"KE000063661","KITALE, KE","2002-08-16",,"62","77",
"KE000063661","KITALE, KE","2002-08-17",,"63","80",
"KE000063661","KITALE, KE","2002-08-18","0.16","61","77",
"KE000063661","KITALE, KE","2002-08-19","1.54","62","79",
"KE000063661","KITALE, KE","2002-08-20","0.02","63","86",
"KE000063661","KITALE, KE","2002-08-21","0.28","63","77",
"KE000063661","KITALE, KE","2002-08-22","0.47","62","75","54"
"KE000063661","KITALE, KE","2002-08-23","0.08","60","77",
"KE000063661","KITALE, KE","2002-08-24","0.02","62","78",
"KE000063661","KITALE, KE","2002-08-25","0.08","65",,"51"
"KE000063661","KITALE, KE","2002-08-26","0.00","62","76","53"
"KE000063661","KITALE, KE","2002-08-27",,"63",,
"KE000063661","KITALE, KE","2002-08-28","0.03","63","78","54"
"KE000063661","KITALE, KE","2002-08-29","0.24","64","83","51"
"KE000063661","KITALE, KE","2002-08-30","0.00","64","78",
"KE000063661","KITALE, KE","2002-08-31","0.04","63","78","55"
"KE000063661","KITALE, KE","2002-09-01","0.00","60","76",
"KE000063661","KITALE, KE","2002-09-02","0.20","66",,
"KE000063661","KITALE, KE","2002-09-03","0.04","65","79","52"
"KE000063661","KITALE, KE","2002-09-04","0.00","63","79","51"
"KE000063661","KITALE, KE","2002-09-05",,"60",,"49"
"KE000063661","KITALE, KE","2002-09-06","0.00","62","81","50"
"KE000063661","KITALE, KE","2002-09-07","0.00","65","79","55"
"KE000063661","KITALE, KE","2002-09-08",,"68","79","57"
"KE000063661","KITALE, KE","2002-09-09",,"65","81",
"KE000063661","KITALE, KE","2002-09-10",,"63","80","52"
"KE000063661","KITALE, KE","2002-09-11","0.00","66","81",
"KE000063661","KITALE, KE","2002-09-12","0.00","66","80","56"
"KE000063661","KITALE, KE","2002-09-13",,"65",,"55"
"KE000063661","KITALE, KE","2002-09-14",,"63","77","53"
"KE000063661","KITALE, KE","2002-09-15",,"62","77","54"
"KE000063661","KITALE, KE","2002-09-16",,"62","77","53"
"KE000063661","KITALE, KE","2002-09-17",,"68",,"50"
"KE000063661","KITALE, KE","2002-09-18",,"64","77","51"
"KE000063661","KITALE, KE","2002-09-19",,"67","79","51"
"KE000063661","KITALE, KE","2002-09-20","0.00","63","81","50"
"KE000063661","KITALE, KE","2002-09-21","0.04","71","83","50"
"KE000063661","KITALE, KE","2002-09-22","0.00","66","81","51"
"KE000063661","KITALE, KE","2002-09-23","0.00","70",,"51"
"KE000063661","KITALE, KE","2002-09-24","0.12","64","79","53"
"KE000063661","KITALE, KE","2002-09-25","0.02","65",,"53"
"KE000063661","KITALE, KE","2002-09-26","0.04","65","82","53"
"KE000063661","KITALE, KE","2002-09-27","0.08","63",,"52"
"KE000063661","KITALE, KE","2002-09-28","0.00","68","80","54"
"KE000063661","KITALE, KE","2002-09-29","0.02","64","82","54"
"KE000063661","KITALE, KE","2002-09-30","0.24","67","81","53"
"KE000063661","KITALE, KE","2002-10-01","0.00","65","81","55"
"KE000063661","KITALE, KE","2002-10-02","1.02","62","75",
"KE000063661","KITALE, KE","2002-10-03","0.24","62","76","55"
"KE000063661","KITALE, KE","2002-10-04","0.28","62",,"54"
"KE000063661","KITALE, KE","2002-10-05","0.12","66","77","53"
"KE000063661","KITALE, KE","2002-10-06","0.02","62","79",
"KE000063661","KITALE, KE","2002-10-07","0.02","65","79","55"
"KE000063661","KITALE, KE","2002-10-08","0.03","65","78","58"
"KE000063661","KITALE, KE","2002-10-09","1.14","63","78","55"
"KE000063661","KITALE, KE","2002-10-10","0.12","64",,"54"
"KE000063661","KITALE, KE","2002-10-11","0.08","62","78",
"KE000063661","KITALE, KE","2002-10-12","0.08","61","79","55"
"KE000063661","KITALE, KE","2002-10-13","0.00","66","80","54"
"KE000063661","KITALE, KE","2002-10-14","0.20","63","86","57"
"KE000063661","KITALE, KE","2002-10-15","1.73","65","79","56"
"KE000063661","KITALE, KE","2002-10-16","0.00","64","81","53"
"KE000063661","KITALE, KE","2002-10-17",,"64","80","53"
"KE000063661","KITALE, KE","2002-10-18",,"67","79",
"KE000063661","KITALE, KE","2002-10-19","0.04","64","76",
"KE000063661","KITALE, KE","2002-10-20","0.02","65","79","56"
"KE000063661","KITALE, KE","2002-10-21","0.08","66","79","54"
"KE000063661","KITALE, KE","2002-10-22","0.16","70","80","54"
"KE000063661","KITALE, KE","2002-10-23","0.00","65","80","55"
"KE000063661","KITALE, KE","2002-10-24","0.08","64","76","53"
"KE000063661","KITALE, KE","2002-10-25","0.02","63",,
"KE000063661","KITALE, KE","2002-10-27","0.03","65","77","54"
"KE000063661","KITALE, KE","2002-10-28","0.00","64","76",
"KE000063661","KITALE, KE","2002-10-29","0.00","62","76","52"
"KE000063661","KITALE, KE","2002-10-30","0.08","62",,"53"
"KE000063661","KITALE, KE","2002-10-31","0.03","64","81","54"
"KE000063661","KITALE, KE","2002-11-01","0.00","67","79","54"
"KE000063661","KITALE, KE","2002-11-02",,"69",,"53"
"KE000063661","KITALE, KE","2002-11-03",,"66","80","55"
"KE000063661","KITALE, KE","2002-11-04",,"65","78","54"
"KE000063661","KITALE, KE","2002-11-05","0.00","64","78","56"
"KE000063661","KITALE, KE","2002-11-06",,"60","74",
"KE000063661","KITALE, KE","2002-11-07",,"65","77","56"
"KE000063661","KITALE, KE","2002-11-08","0.00","65","77","54"
"KE000063661","KITALE, KE","2002-11-09",,"65","79","55"
"KE000063661","KITALE, KE","2002-11-10","0.00","65","80","53"
"KE000063661","KITALE, KE","2002-11-11","0.08","59","77",
"KE000063661","KITALE, KE","2002-11-12","0.00","65","79","56"
"KE000063661","KITALE, KE","2002-11-13","0.16","66","78","54"
"KE000063661","KITALE, KE","2002-11-14","0.16","64","77",
"KE000063661","KITALE, KE","2002-11-15","0.39","66","78","54"
"KE000063661","KITALE, KE","2002-11-16","0.08","64","78","55"
"KE000063661","KITALE, KE","2002-11-17","0.02","62","76","55"
"KE000063661","KITALE, KE","2002-11-18","0.04","67","79","52"
"KE000063661","KITALE, KE","2002-11-19","0.00","68","81","53"
"KE000063661","KITALE, KE","2002-11-20",,"68","80",
"KE000063661","KITALE, KE","2002-11-21",,"64","79","54"
"KE000063661","KITALE, KE","2002-11-22",,"67","75",
"KE000063661","KITALE, KE","2002-11-23",,"67","77",
"KE000063661","KITALE, KE","2002-11-24","0.00","64",,
"KE000063661","KITALE, KE","2002-11-25","0.00","64","80","53"
"KE000063661","KITALE, KE","2002-11-26","0.00","68","81","54"
"KE000063661","KITALE, KE","2002-11-27",,"66","82","53"
"KE000063661","KITALE, KE","2002-11-28","0.00","67","81","51"
"KE000063661","KITALE, KE","2002-11-29",,"65","79","53"
"KE000063661","KITALE, KE","2002-11-30","0.00","68","81","55"
"KE000063661","KITALE, KE","2002-12-01",,"66","82","53"
"KE000063661","KITALE, KE","2002-12-02","0.00","68","79","52"
"KE000063661","KITALE, KE","2002-12-03","0.00","69","80","53"
"KE000063661","KITALE, KE","2002-12-04","0.16","64","77","59"
"KE000063661","KITALE, KE","2002-12-05","0.00","67","79","57"
"KE000063661","KITALE, KE","2002-12-06",,"68","80","51"
"KE000063661","KITALE, KE","2002-12-07",,"68","81","52"
"KE000063661","KITALE, KE","2002-12-08","0.00","68",,"51"
"KE000063661","KITALE, KE","2002-12-09","0.00","68",,"53"
"KE000063661","KITALE, KE","2002-12-10",,"65","75","54"
"KE000063661","KITALE, KE","2002-12-11",,"62","74","53"
"KE000063661","KITALE, KE","2002-12-12",,"64","80","53"
"KE000063661","KITALE, KE","2002-12-13",,"69",,"52"
"KE000063661","KITALE, KE","2002-12-14","0.00","66","82","53"
"KE000063661","KITALE, KE","2002-12-15","0.28","65","78","56"
"KE000063661","KITALE, KE","2002-12-16","0.08","66","80","55"
"KE000063661","KITALE, KE","2002-12-17","0.47","66","81","53"
"KE000063661","KITALE, KE","2002-12-18","0.03","64","81","54"
"KE000063661","KITALE, KE","2002-12-19","0.35","64","81",
"KE000063661","KITALE, KE","2002-12-20","0.12","65",,"54"
"KE000063661","KITALE, KE","2002-12-21","0.08","63","70","58"
"KE000063661","KITALE, KE","2002-12-22","0.35","66","77","58"
