"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"KE000063820","MOMBASA, KE","2012-01-23",,"81","92","77"
"KE000063820","MOMBASA, KE","2012-01-24",,"80","89",
"KE000063820","MOMBASA, KE","2012-01-25",,"80","90","74"
"KE000063820","MOMBASA, KE","2012-01-26",,"80","89","74"
"KE000063820","MOMBASA, KE","2012-01-27",,"80","89","76"
"KE000063820","MOMBASA, KE","2012-01-28",,"80","89","75"
"KE000063820","MOMBASA, KE","2012-01-29",,"80","89","74"
"KE000063820","MOMBASA, KE","2012-01-30",,"80",,"75"
"KE000063820","MOMBASA, KE","2012-01-31",,"80","89","74"
"KE000063820","MOMBASA, KE","2012-02-01",,"81","90","73"
"KE000063820","MOMBASA, KE","2012-02-02",,"81","90","73"
"KE000063820","MOMBASA, KE","2012-02-03",,"81","91","74"
"KE000063820","MOMBASA, KE","2012-02-04",,"82","89",
"KE000063820","MOMBASA, KE","2012-02-05",,"82","90",
"KE000063820","MOMBASA, KE","2012-02-06",,"81","91","76"
"KE000063820","MOMBASA, KE","2012-02-07",,"82","91","76"
"KE000063820","MOMBASA, KE","2012-02-08",,"81","91",
"KE000063820","MOMBASA, KE","2012-02-09",,"82","91","75"
"KE000063820","MOMBASA, KE","2012-02-10",,"82",,"77"
"KE000063820","MOMBASA, KE","2012-02-11",,"81","91","75"
"KE000063820","MOMBASA, KE","2012-02-12",,"81","90","75"
"KE000063820","MOMBASA, KE","2012-02-13",,"81",,
"KE000063820","MOMBASA, KE","2012-02-14",,"82","90","75"
"KE000063820","MOMBASA, KE","2012-02-15",,"83",,"76"
"KE000063820","MOMBASA, KE","2012-02-16",,"82","90",
"KE000063820","MOMBASA, KE","2012-02-17",,"81",,"75"
"KE000063820","MOMBASA, KE","2012-02-18",,"81","90","74"
"KE000063820","MOMBASA, KE","2012-02-19",,"81","90","74"
"KE000063820","MOMBASA, KE","2012-02-20",,"83","92","75"
"KE000063820","MOMBASA, KE","2012-02-21",,"83","94","76"
"KE000063820","MOMBASA, KE","2012-02-22",,"82","92","74"
"KE000063820","MOMBASA, KE","2012-02-23",,"82","91",
"KE000063820","MOMBASA, KE","2012-02-24",,"82","92",
"KE000063820","MOMBASA, KE","2012-02-25",,"82","90","74"
"KE000063820","MOMBASA, KE","2012-02-26",,"83","92","76"
"KE000063820","MOMBASA, KE","2012-02-27",,"82","93","78"
"KE000063820","MOMBASA, KE","2012-02-28",,"84","92","79"
"KE000063820","MOMBASA, KE","2012-02-29",,"83","95","75"
"KE000063820","MOMBASA, KE","2012-03-01",,"84","92","77"
"KE000063820","MOMBASA, KE","2012-03-02",,"84","92","77"
"KE000063820","MOMBASA, KE","2012-03-03",,"84","92","76"
"KE000063820","MOMBASA, KE","2012-03-04",,"84","93","78"
"KE000063820","MOMBASA, KE","2012-03-05",,"84","93","75"
"KE000063820","MOMBASA, KE","2012-03-06",,"83","92",
"KE000063820","MOMBASA, KE","2012-03-07",,"83","90","76"
"KE000063820","MOMBASA, KE","2012-03-08",,"82","91",
"KE000063820","MOMBASA, KE","2012-03-09",,"82",,"73"
"KE000063820","MOMBASA, KE","2012-03-10",,"83","92","76"
"KE000063820","MOMBASA, KE","2012-03-11",,"83","92","76"
"KE000063820","MOMBASA, KE","2012-03-12",,"83",,"75"
"KE000063820","MOMBASA, KE","2012-03-13",,"83","91","76"
"KE000063820","MOMBASA, KE","2012-03-14",,"82","93","76"
"KE000063820","MOMBASA, KE","2012-03-15",,"81","96",
"KE000063820","MOMBASA, KE","2012-03-16",,"83","91","76"
"KE000063820","MOMBASA, KE","2012-03-17",,"83","91","75"
"KE000063820","MOMBASA, KE","2012-03-18",,"85","93","69"
"KE000063820","MOMBASA, KE","2012-03-19",,"85","91","78"
"KE000063820","MOMBASA, KE","2012-03-20",,"83",,"75"
"KE000063820","MOMBASA, KE","2012-03-21",,"84","93","75"
"KE000063820","MOMBASA, KE","2012-03-22",,"84",,"76"
"KE000063820","MOMBASA, KE","2012-03-23",,"83","90","76"
"KE000063820","MOMBASA, KE","2012-03-24",,"83","91","75"
"KE000063820","MOMBASA, KE","2012-03-25",,"83","91","76"
"KE000063820","MOMBASA, KE","2012-03-26",,"83",,"74"
"KE000063820","MOMBASA, KE","2012-03-27",,"84","91","75"
"KE000063820","MOMBASA, KE","2012-03-28",,"84",,"75"
"KE000063820","MOMBASA, KE","2012-03-29",,"84","91","76"
"KE000063820","MOMBASA, KE","2012-03-30",,"83",,
"KE000063820","MOMBASA, KE","2012-03-31",,"83",,
"KE000063820","MOMBASA, KE","2012-04-01",,"84",,
"KE000063820","MOMBASA, KE","2012-04-02",,"85",,
"KE000063820","MOMBASA, KE","2012-04-03",,"84",,
"KE000063820","MOMBASA, KE","2012-04-04",,"83",,
"KE000063820","MOMBASA, KE","2012-04-05","0.00","82",,
"KE000063820","MOMBASA, KE","2012-04-06","0.28","81",,
"KE000063820","MOMBASA, KE","2012-04-07","0.00","83",,
"KE000063820","MOMBASA, KE","2012-04-08","0.00","83",,
"KE000063820","MOMBASA, KE","2012-04-09","0.20","84",,
"KE000063820","MOMBASA, KE","2012-04-10","0.00","85",,
"KE000063820","MOMBASA, KE","2012-04-11",,"84",,
"KE000063820","MOMBASA, KE","2012-04-12",,"83",,
"KE000063820","MOMBASA, KE","2012-04-13",,"85",,
"KE000063820","MOMBASA, KE","2012-04-14",,"84",,
"KE000063820","MOMBASA, KE","2012-04-15",,"85",,
"KE000063820","MOMBASA, KE","2012-04-16","0.00","83",,
"KE000063820","MOMBASA, KE","2012-04-17","0.47","83",,
"KE000063820","MOMBASA, KE","2012-04-18","0.00","83",,
"KE000063820","MOMBASA, KE","2012-04-19",,"81",,
"KE000063820","MOMBASA, KE","2012-04-20",,"84",,
"KE000063820","MOMBASA, KE","2012-04-21",,"83",,
"KE000063820","MOMBASA, KE","2012-04-22",,"83",,"75"
"KE000063820","MOMBASA, KE","2012-04-23",,"83",,"76"
"KE000063820","MOMBASA, KE","2012-04-24",,"83",,"77"
"KE000063820","MOMBASA, KE","2012-04-25","0.04","81",,"75"
"KE000063820","MOMBASA, KE","2012-04-26","0.04","83",,"76"
"KE000063820","MOMBASA, KE","2012-04-27","0.00","83",,"78"
"KE000063820","MOMBASA, KE","2012-04-28","0.00","83",,"76"
"KE000063820","MOMBASA, KE","2012-04-29",,"83",,"78"
"KE000063820","MOMBASA, KE","2012-04-30",,"78","81","75"
"KE000063820","MOMBASA, KE","2012-05-01",,"80","89","73"
"KE000063820","MOMBASA, KE","2012-05-02","0.00","81","90","76"
"KE000063820","MOMBASA, KE","2012-05-03","0.04","80","86","73"
"KE000063820","MOMBASA, KE","2012-05-04","0.00","81","88","74"
"KE000063820","MOMBASA, KE","2012-05-05","0.04","82","90","76"
"KE000063820","MOMBASA, KE","2012-05-06","0.43","81","89","73"
"KE000063820","MOMBASA, KE","2012-05-07","0.00","82","90","76"
"KE000063820","MOMBASA, KE","2012-05-08","0.04","81",,
"KE000063820","MOMBASA, KE","2012-05-09","0.00","82","91","74"
"KE000063820","MOMBASA, KE","2012-05-10",,"82",,"75"
"KE000063820","MOMBASA, KE","2012-05-11","0.08","81","90",
"KE000063820","MOMBASA, KE","2012-05-12","0.03","76","78","74"
"KE000063820","MOMBASA, KE","2012-05-13","0.24","80","89","74"
"KE000063820","MOMBASA, KE","2012-05-14","0.08","79","86","75"
"KE000063820","MOMBASA, KE","2012-05-15","1.93","78","83","74"
"KE000063820","MOMBASA, KE","2012-05-16","0.08","75",,
"KE000063820","MOMBASA, KE","2012-05-17","0.67","80","87","72"
"KE000063820","MOMBASA, KE","2012-05-18","0.00","80",,"73"
"KE000063820","MOMBASA, KE","2012-05-19",,"80",,"73"
"KE000063820","MOMBASA, KE","2012-05-20",,"81","89","73"
"KE000063820","MOMBASA, KE","2012-05-21",,"82","89",
"KE000063820","MOMBASA, KE","2012-05-22",,"82","89","77"
"KE000063820","MOMBASA, KE","2012-05-23","0.01","80","86",
"KE000063820","MOMBASA, KE","2012-05-24","0.00","78","86","75"
"KE000063820","MOMBASA, KE","2012-05-25","0.08","80",,"75"
"KE000063820","MOMBASA, KE","2012-05-26","0.35","79","87","73"
"KE000063820","MOMBASA, KE","2012-05-27","0.00","79","88","73"
"KE000063820","MOMBASA, KE","2012-05-28","2.68","79","86","72"
"KE000063820","MOMBASA, KE","2012-05-29","0.00","79","85","73"
"KE000063820","MOMBASA, KE","2012-05-30","0.04","77","82","72"
"KE000063820","MOMBASA, KE","2012-05-31","0.00","78",,"73"
"KE000063820","MOMBASA, KE","2012-06-01","0.04","79",,"73"
"KE000063820","MOMBASA, KE","2012-06-02","0.00","79",,"73"
"KE000063820","MOMBASA, KE","2012-06-03","0.03","78","85","72"
"KE000063820","MOMBASA, KE","2012-06-04","0.08","78","82","72"
"KE000063820","MOMBASA, KE","2012-06-05","0.04","78","85","71"
"KE000063820","MOMBASA, KE","2012-06-06","0.00","78","85","71"
"KE000063820","MOMBASA, KE","2012-06-07",,"78","85","71"
"KE000063820","MOMBASA, KE","2012-06-08",,"78","85",
"KE000063820","MOMBASA, KE","2012-06-09",,"79","85","71"
"KE000063820","MOMBASA, KE","2012-06-10",,"79","87","72"
"KE000063820","MOMBASA, KE","2012-06-11",,"79",,"74"
"KE000063820","MOMBASA, KE","2012-06-12",,"79","84",
"KE000063820","MOMBASA, KE","2012-06-13",,"78","85","70"
"KE000063820","MOMBASA, KE","2012-06-14",,"78","85","70"
"KE000063820","MOMBASA, KE","2012-06-15","0.12","78",,"72"
"KE000063820","MOMBASA, KE","2012-06-16","0.04","77",,
"KE000063820","MOMBASA, KE","2012-06-17","0.00","78","84","71"
"KE000063820","MOMBASA, KE","2012-06-18",,"76","85",
"KE000063820","MOMBASA, KE","2012-06-19",,"77","86",
"KE000063820","MOMBASA, KE","2012-06-20","0.00","79","86","72"
"KE000063820","MOMBASA, KE","2012-06-21",,"78","86","72"
"KE000063820","MOMBASA, KE","2012-06-22",,"77",,
"KE000063820","MOMBASA, KE","2012-06-23","0.63","75","81","72"
"KE000063820","MOMBASA, KE","2012-06-24","0.08","77",,"73"
"KE000063820","MOMBASA, KE","2012-06-25","0.02","77","83","72"
"KE000063820","MOMBASA, KE","2012-06-26","0.16","77",,"71"
"KE000063820","MOMBASA, KE","2012-06-27","0.16","77","83","72"
"KE000063820","MOMBASA, KE","2012-06-28","0.00","77","84","71"
"KE000063820","MOMBASA, KE","2012-06-29",,"76",,"71"
"KE000063820","MOMBASA, KE","2012-06-30","0.00","76","85","68"
"KE000063820","MOMBASA, KE","2012-07-01",,"77","84","69"
"KE000063820","MOMBASA, KE","2012-07-02",,"77","85","69"
"KE000063820","MOMBASA, KE","2012-07-03",,"75","83","69"
"KE000063820","MOMBASA, KE","2012-07-04",,"77","83","70"
"KE000063820","MOMBASA, KE","2012-07-05","0.02","77","85","70"
"KE000063820","MOMBASA, KE","2012-07-06","0.00","77","86","70"
"KE000063820","MOMBASA, KE","2012-07-07",,"76",,"69"
"KE000063820","MOMBASA, KE","2012-07-08",,"77","84","69"
"KE000063820","MOMBASA, KE","2012-07-09",,"76","82","71"
"KE000063820","MOMBASA, KE","2012-07-10","0.00","74","81",
"KE000063820","MOMBASA, KE","2012-07-11","0.03","77","86","69"
"KE000063820","MOMBASA, KE","2012-07-12","0.02","77","84","71"
"KE000063820","MOMBASA, KE","2012-07-13","0.16","78","85","71"
"KE000063820","MOMBASA, KE","2012-07-14","0.20","77","84","72"
"KE000063820","MOMBASA, KE","2012-07-15","0.04","77","83","69"
"KE000063820","MOMBASA, KE","2012-07-16","0.00","77",,"72"
"KE000063820","MOMBASA, KE","2012-07-17",,"77","84",
"KE000063820","MOMBASA, KE","2012-07-18",,"74","81","68"
"KE000063820","MOMBASA, KE","2012-07-19",,"74","81","69"
"KE000063820","MOMBASA, KE","2012-07-20",,"75","82","69"
"KE000063820","MOMBASA, KE","2012-07-21",,"75","83","69"
"KE000063820","MOMBASA, KE","2012-07-22",,"74","83","67"
"KE000063820","MOMBASA, KE","2012-07-23",,"76","85","67"
"KE000063820","MOMBASA, KE","2012-07-24","0.08","77","85","70"
"KE000063820","MOMBASA, KE","2012-07-25","0.00","77","85","69"
"KE000063820","MOMBASA, KE","2012-07-26",,"76","84","69"
"KE000063820","MOMBASA, KE","2012-07-27",,"78","85","70"
"KE000063820","MOMBASA, KE","2012-07-28",,"77","83","70"
"KE000063820","MOMBASA, KE","2012-07-29",,"76","83","70"
"KE000063820","MOMBASA, KE","2012-07-30",,"77","84","70"
"KE000063820","MOMBASA, KE","2012-07-31","0.04","77","85","68"
"KE000063820","MOMBASA, KE","2012-08-01","0.00","78","85","69"
"KE000063820","MOMBASA, KE","2012-08-02",,"78","85","72"
"KE000063820","MOMBASA, KE","2012-08-03",,"78","85","72"
"KE000063820","MOMBASA, KE","2012-08-04",,"78","86","70"
"KE000063820","MOMBASA, KE","2012-08-05",,"77","86","70"
"KE000063820","MOMBASA, KE","2012-08-06",,"77","85","71"
"KE000063820","MOMBASA, KE","2012-08-07",,"77","86",
"KE000063820","MOMBASA, KE","2012-08-08","0.39","78","83","74"
"KE000063820","MOMBASA, KE","2012-08-09","0.00","76","82","72"
"KE000063820","MOMBASA, KE","2012-08-10","0.67","77","82","71"
"KE000063820","MOMBASA, KE","2012-08-11","0.00","76","85",
"KE000063820","MOMBASA, KE","2012-08-12",,"77",,"68"
"KE000063820","MOMBASA, KE","2012-08-13",,"77","83","69"
"KE000063820","MOMBASA, KE","2012-08-14","0.00","77","85","71"
"KE000063820","MOMBASA, KE","2012-08-15",,"78","85","68"
"KE000063820","MOMBASA, KE","2012-08-16",,"77","84",
"KE000063820","MOMBASA, KE","2012-08-17","0.04","78",,"72"
"KE000063820","MOMBASA, KE","2012-08-18","0.00","78","84","72"
"KE000063820","MOMBASA, KE","2012-08-19","0.08","74",,"70"
"KE000063820","MOMBASA, KE","2012-08-20","1.30","76",,"71"
"KE000063820","MOMBASA, KE","2012-08-21","0.31","75",,
"KE000063820","MOMBASA, KE","2012-08-22","0.00","75","83","67"
"KE000063820","MOMBASA, KE","2012-08-23",,"76","83","69"
"KE000063820","MOMBASA, KE","2012-08-24",,"72",,
"KE000063820","MOMBASA, KE","2012-08-25",,"77","82",
"KE000063820","MOMBASA, KE","2012-08-26","0.01","76","83","71"
"KE000063820","MOMBASA, KE","2012-08-27","0.04","77","83","71"
"KE000063820","MOMBASA, KE","2012-08-28","0.02","77",,"71"
"KE000063820","MOMBASA, KE","2012-08-29","0.00","77","83","71"
"KE000063820","MOMBASA, KE","2012-08-30","0.08","77","83","72"
"KE000063820","MOMBASA, KE","2012-08-31","0.00","77","84","71"
"KE000063820","MOMBASA, KE","2012-09-01",,"76","83",
"KE000063820","MOMBASA, KE","2012-09-02",,"76","83","68"
"KE000063820","MOMBASA, KE","2012-09-03",,"77","84","68"
"KE000063820","MOMBASA, KE","2012-09-04",,"78","85","69"
"KE000063820","MOMBASA, KE","2012-09-05","0.04","78","85","73"
"KE000063820","MOMBASA, KE","2012-09-06","0.00","78","85",
"KE000063820","MOMBASA, KE","2012-09-07","0.08","76",,"71"
"KE000063820","MOMBASA, KE","2012-09-08","0.04","76","84","70"
"KE000063820","MOMBASA, KE","2012-09-09","0.00","78",,"70"
"KE000063820","MOMBASA, KE","2012-09-10",,"78","86","72"
"KE000063820","MOMBASA, KE","2012-09-11","0.28","78","83","73"
"KE000063820","MOMBASA, KE","2012-09-12","0.12","78","84","73"
"KE000063820","MOMBASA, KE","2012-09-13","0.00","78",,"74"
"KE000063820","MOMBASA, KE","2012-09-14","0.08","78","85","72"
"KE000063820","MOMBASA, KE","2012-09-15","0.00","78","85","72"
"KE000063820","MOMBASA, KE","2012-09-16",,"78","86","72"
"KE000063820","MOMBASA, KE","2012-09-17","0.04","78","85","72"
"KE000063820","MOMBASA, KE","2012-09-18","0.00","78","83","73"
"KE000063820","MOMBASA, KE","2012-09-19","0.03","78","86","71"
"KE000063820","MOMBASA, KE","2012-09-20","0.00","78","85","71"
"KE000063820","MOMBASA, KE","2012-09-21",,"78","87","71"
"KE000063820","MOMBASA, KE","2012-09-22",,"78","87","70"
"KE000063820","MOMBASA, KE","2012-09-23",,"77","85","69"
"KE000063820","MOMBASA, KE","2012-09-24",,"78",,"68"
"KE000063820","MOMBASA, KE","2012-09-25",,"77","87","70"
"KE000063820","MOMBASA, KE","2012-09-26",,"80",,"72"
"KE000063820","MOMBASA, KE","2012-09-27",,"80","87","73"
"KE000063820","MOMBASA, KE","2012-09-28",,"79",,"72"
"KE000063820","MOMBASA, KE","2012-09-29","0.00","80","88",
"KE000063820","MOMBASA, KE","2012-09-30","0.08","80","87","75"
"KE000063820","MOMBASA, KE","2012-10-01","0.08","80","86",
"KE000063820","MOMBASA, KE","2012-10-02","0.00","80","88","73"
"KE000063820","MOMBASA, KE","2012-10-03",,"79","86","73"
"KE000063820","MOMBASA, KE","2012-10-04",,"80",,"72"
"KE000063820","MOMBASA, KE","2012-10-05","0.00","79","87","72"
"KE000063820","MOMBASA, KE","2012-10-06","0.00","80",,"75"
"KE000063820","MOMBASA, KE","2012-10-07","0.02","80","89","74"
"KE000063820","MOMBASA, KE","2012-10-08","0.00","80","86","76"
"KE000063820","MOMBASA, KE","2012-10-09","0.00","81","89",
"KE000063820","MOMBASA, KE","2012-10-10","0.16","79","86","75"
"KE000063820","MOMBASA, KE","2012-10-11","0.94","77","82","74"
"KE000063820","MOMBASA, KE","2012-10-12","1.02","77",,
"KE000063820","MOMBASA, KE","2012-10-13","1.54","78","85","74"
"KE000063820","MOMBASA, KE","2012-10-14","0.08","78","84","73"
"KE000063820","MOMBASA, KE","2012-10-15","0.00","78",,"71"
"KE000063820","MOMBASA, KE","2012-10-16","0.00","79","84","72"
"KE000063820","MOMBASA, KE","2012-10-17",,"78","84","72"
"KE000063820","MOMBASA, KE","2012-10-18",,"79",,"72"
"KE000063820","MOMBASA, KE","2012-10-19",,"80","87","74"
"KE000063820","MOMBASA, KE","2012-10-20",,"80",,"77"
"KE000063820","MOMBASA, KE","2012-10-21",,"80","86","74"
"KE000063820","MOMBASA, KE","2012-10-22",,"80","88","72"
"KE000063820","MOMBASA, KE","2012-10-23",,"81",,"74"
"KE000063820","MOMBASA, KE","2012-10-24",,"81","87","75"
"KE000063820","MOMBASA, KE","2012-10-25",,"80","86","74"
"KE000063820","MOMBASA, KE","2012-10-26",,"79","87","72"
"KE000063820","MOMBASA, KE","2012-10-27","0.00","80",,"74"
"KE000063820","MOMBASA, KE","2012-10-28",,"79","88","72"
"KE000063820","MOMBASA, KE","2012-10-29",,"80","87","74"
"KE000063820","MOMBASA, KE","2012-10-30",,"80",,"74"
"KE000063820","MOMBASA, KE","2012-10-31",,"80","87",
"KE000063820","MOMBASA, KE","2012-11-01",,"81","88","72"
"KE000063820","MOMBASA, KE","2012-11-02",,"82","90",
"KE000063820","MOMBASA, KE","2012-11-03","1.50","80","85","74"
"KE000063820","MOMBASA, KE","2012-11-04","0.16","79","85","73"
"KE000063820","MOMBASA, KE","2012-11-05","1.22","79",,
"KE000063820","MOMBASA, KE","2012-11-06","0.00","80",,"74"
"KE000063820","MOMBASA, KE","2012-11-07",,"81","88","75"
"KE000063820","MOMBASA, KE","2012-11-08","0.00","81","87","76"
"KE000063820","MOMBASA, KE","2012-11-09","0.12","81","87","77"
"KE000063820","MOMBASA, KE","2012-11-10","1.26","80",,"72"
"KE000063820","MOMBASA, KE","2012-11-11","0.01","81","87","75"
"KE000063820","MOMBASA, KE","2012-11-12","0.00","81",,"74"
"KE000063820","MOMBASA, KE","2012-11-13",,"80","87",
"KE000063820","MOMBASA, KE","2012-11-14",,"81",,"74"
"KE000063820","MOMBASA, KE","2012-11-15",,"81","88","75"
"KE000063820","MOMBASA, KE","2012-11-16","0.01","81","88",
"KE000063820","MOMBASA, KE","2012-11-17","0.35","81","87","76"
"KE000063820","MOMBASA, KE","2012-11-18","0.00","82","89","74"
"KE000063820","MOMBASA, KE","2012-11-19",,"82","88","77"
"KE000063820","MOMBASA, KE","2012-11-20",,"83","89","78"
"KE000063820","MOMBASA, KE","2012-11-21",,"82","88",
"KE000063820","MOMBASA, KE","2012-11-22",,"83","89","76"
"KE000063820","MOMBASA, KE","2012-11-23",,"83","89","76"
"KE000063820","MOMBASA, KE","2012-11-24","1.61","81","88","76"
"KE000063820","MOMBASA, KE","2012-11-25",,"82","88","76"
"KE000063820","MOMBASA, KE","2012-11-26",,"81","88",
"KE000063820","MOMBASA, KE","2012-11-27",,"82","87","77"
"KE000063820","MOMBASA, KE","2012-11-28","0.39","83","88","75"
"KE000063820","MOMBASA, KE","2012-11-29","0.16","81","88","75"
"KE000063820","MOMBASA, KE","2012-11-30","0.00","82","89","75"
"KE000063820","MOMBASA, KE","2012-12-01",,"83",,
"KE000063820","MOMBASA, KE","2012-12-02",,"83","88","77"
"KE000063820","MOMBASA, KE","2012-12-03",,"82","89","76"
"KE000063820","MOMBASA, KE","2012-12-04",,"82","89","75"
"KE000063820","MOMBASA, KE","2012-12-05","0.00","82","90","74"
"KE000063820","MOMBASA, KE","2012-12-06",,"82","89","77"
"KE000063820","MOMBASA, KE","2012-12-07","0.35","83","89","76"
"KE000063820","MOMBASA, KE","2012-12-08","0.00","82","90","76"
"KE000063820","MOMBASA, KE","2012-12-09",,"81","89","76"
"KE000063820","MOMBASA, KE","2012-12-10",,"83",,"76"
"KE000063820","MOMBASA, KE","2012-12-11",,"84","93","78"
"KE000063820","MOMBASA, KE","2012-12-12",,"84",,"78"
"KE000063820","MOMBASA, KE","2012-12-13",,"84","92",
"KE000063820","MOMBASA, KE","2012-12-14",,"83","91",
"KE000063820","MOMBASA, KE","2012-12-15",,"82","91","76"
"KE000063820","MOMBASA, KE","2012-12-16",,"82","90",
"KE000063820","MOMBASA, KE","2012-12-17",,"83","92","75"
"KE000063820","MOMBASA, KE","2012-12-18","0.08","82",,"77"
"KE000063820","MOMBASA, KE","2012-12-19","0.00","81","90","75"
"KE000063820","MOMBASA, KE","2012-12-20","0.04","82","93","74"
"KE000063820","MOMBASA, KE","2012-12-21","0.00","83","94","76"
"KE000063820","MOMBASA, KE","2012-12-22",,"83","92","76"
"KE000063820","MOMBASA, KE","2012-12-23",,"83","91","76"
"KE000063820","MOMBASA, KE","2012-12-24",,"84","92","76"
"KE000063820","MOMBASA, KE","2012-12-25",,"84","92","77"
"KE000063820","MOMBASA, KE","2012-12-26",,"84","92","76"
"KE000063820","MOMBASA, KE","2012-12-27",,"84","92","78"
"KE000063820","MOMBASA, KE","2012-12-28",,"83","92",
"KE000063820","MOMBASA, KE","2012-12-29",,"83","91","77"
"KE000063820","MOMBASA, KE","2012-12-30",,"83","92","76"
"KE000063820","MOMBASA, KE","2012-12-31",,"83","92","75"
"KE000063820","MOMBASA, KE","2013-01-01",,"84","94","76"
"KE000063820","MOMBASA, KE","2013-01-02",,"83","92","77"
"KE000063820","MOMBASA, KE","2013-01-03",,"84","93","78"
"KE000063820","MOMBASA, KE","2013-01-04",,"83","91","78"
"KE000063820","MOMBASA, KE","2013-01-05",,"84","93","77"
"KE000063820","MOMBASA, KE","2013-01-06",,"84","93","76"
"KE000063820","MOMBASA, KE","2013-01-07",,"84","94","76"
"KE000063820","MOMBASA, KE","2013-01-08",,"83","92","76"
"KE000063820","MOMBASA, KE","2013-01-09",,"84","92","77"
"KE000063820","MOMBASA, KE","2013-01-10",,"84","92","76"
"KE000063820","MOMBASA, KE","2013-01-11",,"85","92","78"
"KE000063820","MOMBASA, KE","2013-01-12",,"85","92","77"
"KE000063820","MOMBASA, KE","2013-01-13","0.00","83","92","76"
"KE000063820","MOMBASA, KE","2013-01-14","0.31","83",,"76"
"KE000063820","MOMBASA, KE","2013-01-15","0.00","84","91","77"
"KE000063820","MOMBASA, KE","2013-01-16","0.02","84","94","78"
"KE000063820","MOMBASA, KE","2013-01-17","0.00","85","95","79"
"KE000063820","MOMBASA, KE","2013-01-18",,"84","94",
"KE000063820","MOMBASA, KE","2013-01-19",,"83","93","75"
"KE000063820","MOMBASA, KE","2013-01-20",,"83","95",
"KE000063820","MOMBASA, KE","2013-01-21",,"84","96","76"
"KE000063820","MOMBASA, KE","2013-01-22",,"82",,"77"
"KE000063820","MOMBASA, KE","2013-01-23",,"83","91","75"
"KE000063820","MOMBASA, KE","2013-01-24",,"83","89","77"
"KE000063820","MOMBASA, KE","2013-01-25",,"81","92",
"KE000063820","MOMBASA, KE","2013-01-26",,"82","92","75"
"KE000063820","MOMBASA, KE","2013-01-27",,"81","89","74"
"KE000063820","MOMBASA, KE","2013-01-28",,"81","91","75"
"KE000063820","MOMBASA, KE","2013-01-29",,"81","91","72"
"KE000063820","MOMBASA, KE","2013-01-30",,"82","92","76"
"KE000063820","MOMBASA, KE","2013-01-31",,"82","90","75"
"KE000063820","MOMBASA, KE","2013-02-01",,"81","90","77"
"KE000063820","MOMBASA, KE","2013-02-02",,"81","89","76"
"KE000063820","MOMBASA, KE","2013-02-03",,"81","88","75"
"KE000063820","MOMBASA, KE","2013-02-04",,"82","92","74"
"KE000063820","MOMBASA, KE","2013-02-05",,"83","91","76"
"KE000063820","MOMBASA, KE","2013-02-06",,"82","91","77"
"KE000063820","MOMBASA, KE","2013-02-07",,"81",,
"KE000063820","MOMBASA, KE","2013-02-08",,"81","91","74"
"KE000063820","MOMBASA, KE","2013-02-09",,"81","89","74"
"KE000063820","MOMBASA, KE","2013-02-10",,"83","91",
"KE000063820","MOMBASA, KE","2013-02-11",,"82","92",
"KE000063820","MOMBASA, KE","2013-02-12",,"82","91",
"KE000063820","MOMBASA, KE","2013-02-13",,"83","91","78"
"KE000063820","MOMBASA, KE","2013-02-14",,"83",,
"KE000063820","MOMBASA, KE","2013-02-15",,"83","93",
"KE000063820","MOMBASA, KE","2013-02-16",,"83","94","76"
"KE000063820","MOMBASA, KE","2013-02-17",,"82","91","76"
"KE000063820","MOMBASA, KE","2013-02-18",,"83","93","76"
"KE000063820","MOMBASA, KE","2013-02-19",,"82","92","74"
"KE000063820","MOMBASA, KE","2013-02-20",,"83","92","77"
"KE000063820","MOMBASA, KE","2013-02-21",,"83","91","76"
"KE000063820","MOMBASA, KE","2013-02-22",,"83","91","76"
"KE000063820","MOMBASA, KE","2013-02-23",,"81","93","75"
"KE000063820","MOMBASA, KE","2013-02-24",,"82","90","74"
"KE000063820","MOMBASA, KE","2013-02-25",,"83","92",
"KE000063820","MOMBASA, KE","2013-02-26",,"83","91","76"
"KE000063820","MOMBASA, KE","2013-02-27","0.00","82","91","76"
"KE000063820","MOMBASA, KE","2013-02-28",,"83",,"76"
"KE000063820","MOMBASA, KE","2013-03-01",,"83","92",
"KE000063820","MOMBASA, KE","2013-03-02",,"83","92","75"
"KE000063820","MOMBASA, KE","2013-03-03",,"84","93","76"
"KE000063820","MOMBASA, KE","2013-03-04",,"85","92","80"
"KE000063820","MOMBASA, KE","2013-03-05","0.12","84",,
"KE000063820","MOMBASA, KE","2013-03-06","0.00","84",,"77"
"KE000063820","MOMBASA, KE","2013-03-07",,"87","92",
"KE000063820","MOMBASA, KE","2013-03-08","0.16","84",,"79"
"KE000063820","MOMBASA, KE","2013-03-09","0.04","85","92",
"KE000063820","MOMBASA, KE","2013-03-10","0.00","86","92",
"KE000063820","MOMBASA, KE","2013-03-11","2.76","80","84","73"
"KE000063820","MOMBASA, KE","2013-03-12","0.00","84","90","76"
"KE000063820","MOMBASA, KE","2013-03-13",,"85","91",
"KE000063820","MOMBASA, KE","2013-03-14",,"85","91","80"
"KE000063820","MOMBASA, KE","2013-03-15",,"84","91","77"
"KE000063820","MOMBASA, KE","2013-03-16","0.00","85","91","79"
"KE000063820","MOMBASA, KE","2013-03-17",,"84",,"79"
